% 
% 
@RELATION PHOG 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE 19 REAL
@ATTRIBUTE 20 REAL
@ATTRIBUTE 21 REAL
@ATTRIBUTE 22 REAL
@ATTRIBUTE 23 REAL
@ATTRIBUTE 24 REAL
@ATTRIBUTE 25 REAL
@ATTRIBUTE 26 REAL
@ATTRIBUTE 27 REAL
@ATTRIBUTE 28 REAL
@ATTRIBUTE 29 REAL
@ATTRIBUTE 30 REAL
@ATTRIBUTE 31 REAL
@ATTRIBUTE 32 REAL
@ATTRIBUTE 33 REAL
@ATTRIBUTE 34 REAL
@ATTRIBUTE 35 REAL
@ATTRIBUTE 36 REAL
@ATTRIBUTE 37 REAL
@ATTRIBUTE 38 REAL
@ATTRIBUTE 39 REAL
@ATTRIBUTE 40 REAL
@ATTRIBUTE class {X19, X21, X20, X23, X22, X25, X24, X27, X26, X29, X28, X30, X32, X31, X34, X33, X36, X35, X38, X37, X39, X41, X40, X43, X42, X01, X45, X44, X03, X47, X02, X46, X05, X49, X04, X48, X07, X06, X09, X08, X50, X52, X51, X10, X53, X12, X11, X14, X13, X16, X15, X18, X17} 

@DATA 
0.3328855004649854,0.25516060445332694,0.23758808719483876,0.4407224525081358,0.44848040614913653,0.24199394082870723,0.24458484160765073,0.20333117834342251,0.08194552427512282,0.0759430568198768,0.07364133513577255,0.14045411598891433,0.1253434075498938,0.055832283192938065,0.058086604573345864,0.04965649470901188,0.05035687485552563,0.023102462596635898,0.03279173112689571,0.0773241516256785,0.09158522148571409,0.048389893268329695,0.03874415913860622,0.022614440180027826,0.08173107567786678,0.0676601795130779,0.06128685780397731,0.08514115748599782,0.09282186256633664,0.05298904655146308,0.04517970813398517,0.05380427751097473,0.11885202565647679,0.08845490552373608,0.06986816312819137,0.1378030274075528,0.13872991454718206,0.08478271781597549,0.10257436976171243,0.07725596594340864,X01
0.2293589566864861,0.1887384445230808,0.19940511130489097,0.5094604483704807,0.5114912363935707,0.22092512632011607,0.2488368092659125,0.1454126734890054,0.0761378143196664,0.07052581587474109,0.06505114323937097,0.1623379796504465,0.14801726968592488,0.06147282082673902,0.08348899634944168,0.039891964122309775,0.03044167677725412,0.015677285079532508,0.01642520154082732,0.08575102414342176,0.09368349972202228,0.027433579739068365,0.020597754488507904,0.021162176156469096,0.060667932428336395,0.03621705842917063,0.04619135749787425,0.0970538201192608,0.10388123794121534,0.03721602199685777,0.028694890373383592,0.02383005557292127,0.06211153316123273,0.06631828513963722,0.07173740902681634,0.16431762445735337,0.16590922904440783,0.09480270375744826,0.11605516805458048,0.06052847763730621,X01
0.5002143525359061,0.2630031475378444,0.2042775936919205,0.39898866372312836,0.39364985651867784,0.15743245682262158,0.17814007508683938,0.20544870297832116,0.12087147239036221,0.03277528854601892,0.03188351725039259,0.059598653205704843,0.049762116243355706,0.016797033791005358,0.02365817389936142,0.05370338441395698,0.12443645176354669,0.07915765485566122,0.0490498487344292,0.07939854609025883,0.08591774376040356,0.048667290527363904,0.06658090941526677,0.07993903688506741,0.1688212183188798,0.1283482940757628,0.09319350754629863,0.16090338786599107,0.16516547013509142,0.07566887503173662,0.06863334010872747,0.055520133552175936,0.08608521006311981,0.022721910060402018,0.030150720160796726,0.09908807656118311,0.09280452637982071,0.016299257472514397,0.01926765166348448,0.01628614812712008,X01
0.2660953510601934,0.135927998423309,0.13071901033615205,0.552009132144959,0.5613466492431354,0.12629707472085866,0.12601112322174024,0.1671846833297439,0.04664422925693023,0.05328158322189167,0.04839538444588621,0.16385739304714536,0.15785869560133084,0.033153596381301706,0.04462403373018713,0.04847079330007474,0.08055156723845361,0.013697740945853678,0.01518428751075127,0.1128355910235717,0.1259138744143793,0.026476337971180798,0.014665920787882918,0.03310183191569431,0.011143563537342973,0.019162993482958968,0.021956426669923635,0.1148034056654537,0.11958964304772153,0.022872683884227713,0.013266301700811774,0.0054198486536275944,0.12775599102746796,0.049785680772604694,0.04518291170958956,0.1605127424088026,0.15798443617969546,0.04379445648414795,0.05345486700285891,0.08019220946034794,X01
0.2291976274884335,0.2567712415889331,0.26397270363100817,0.45776747554933495,0.4668380134930167,0.26462930515950583,0.2443084542305931,0.213207612542417,0.06606081493126324,0.06600907948811438,0.08605388868918044,0.15685276701533288,0.12559301504332213,0.047139451650926055,0.05244038554243013,0.04782884438271458,0.031537011389644376,0.03691081001038787,0.04030262879347943,0.10696243234676861,0.1516303228439455,0.07575793830976282,0.047605167249159634,0.030763345076059597,0.06705227535897067,0.07925509458131447,0.061840693082812245,0.08362280715008126,0.0830074856133421,0.06724219727324049,0.05418700085934726,0.05335698031217178,0.06454752580856211,0.07459625750911744,0.07577549306552897,0.11032946903716392,0.10660718999239319,0.07448971792557707,0.09007590057965012,0.08125844277147368,X01
0.4405400659683614,0.1162043181255437,0.19081673349953782,0.49372003611430254,0.4932892564400267,0.18724902378414077,0.13723146936843483,0.05828696198065756,0.11090436646358558,0.0576819990921624,0.09588268087870357,0.1356932962488128,0.12585888887623356,0.028965625293206957,0.032380137817150705,0.023630867101916867,0.10979819144139012,5.264908549856903E-4,5.495373598485023E-4,0.11166041760752962,0.11990887419806547,0.0667455754779629,0.03528274062290157,0.0024398666052624,0.10841586148121139,5.707439346552211E-4,6.151320789107652E-4,0.11096787619189316,0.12142728181398751,0.06314797069651187,0.03667696096131482,0.005958251158993536,0.1114216465821675,0.05742508424373987,0.093769383182074,0.13539844606607762,0.12609421155173267,0.02838985231645801,0.032891629967067425,0.026257977114484674,X02
0.26612756947992416,0.3447192769460342,0.3054159213609039,0.3116201286638974,0.3105221959940663,0.30919209362713507,0.33796592637593753,0.2473605708381019,0.08996317560473782,0.16421936333338727,0.14717544551326148,0.09768592877689984,0.07729226188919634,0.024134665825192567,0.03272780222099115,0.06326034433912009,0.04872134852516321,0.015147655045752623,0.0144079214475468,0.06575907400612119,0.0878414505711311,0.13558761815402504,0.1415121929845309,0.06378318789130076,0.033119742446677244,0.005811783346534562,0.005670466162589091,0.05527417371553236,0.07263971929157023,0.12382875611782877,0.12462797571630652,0.05129330030170424,0.09432330290334938,0.15954047522035997,0.13816208823750203,0.09290095216535009,0.07274876424216639,0.025641053530088314,0.03909795545410296,0.0690237383059747,X02
0.260072415030654,0.24230862044041396,0.30061401525500175,0.41636540445388703,0.408546058600059,0.29484655016078637,0.2487439557226676,0.2554450524796381,0.04802401117236863,0.08540403845028323,0.11533873318271878,0.17043889495360806,0.13842812736850243,0.04142970798697289,0.041044658960785955,0.039070527129398194,0.06578986143067948,0.01715814164835142,0.02676183161517217,0.11809763394638674,0.13936812200730297,0.09454512578594987,0.07041427850156654,0.08422036020557823,0.03272259382370174,0.04024622611287101,0.04520220245911268,0.06478591990106074,0.07844888827041467,0.1164798578831088,0.09050612373605858,0.04052235641197165,0.11353594860390588,0.09950021422891171,0.11331124799799648,0.06304295565283867,0.05230092095383514,0.0423918585047533,0.04677889452426001,0.09163180873269085,X02
0.30409573184216526,0.33287665341618583,0.33254511987335256,0.2945642169572881,0.2909033203851012,0.34856438038745746,0.32988823779628806,0.28762853554720286,0.07739914284012443,0.09213694008292242,0.09121282010364552,0.07314651741493637,0.07307697937560012,0.07782054448060935,0.07988917732959878,0.07681530566973814,0.07799527228979218,0.07669955311325355,0.07686654898318675,0.07796810299093004,0.07897325487522383,0.09987490367021895,0.0942287871052089,0.07778596366669042,0.06859439383771412,0.07036532947056352,0.0664654540317031,0.06712309981487231,0.06909707412524366,0.09464152261908683,0.08521712456221536,0.06082422470579621,0.08010692287453555,0.0936748307494458,0.09800029675481774,0.07632649673654858,0.06975601200903717,0.07622740961753786,0.07055314879926997,0.07220304150497578,X02
0.4397455533901639,0.18664859560131647,0.14119169761791997,0.4902374843203032,0.4903417644097868,0.1490050819275694,0.1771935058939573,0.0716000134015163,0.11588485769564767,0.0852735835836189,0.07399398014542687,0.13742989977156683,0.1348139914952303,0.026178230716391884,0.044101786055885425,0.02596076378762099,0.10585684552715308,0.0012583874784641558,5.082853921680233E-4,0.10885039730303919,0.11251158857904182,0.05194618737428725,0.03822360645256946,0.007757242591905768,0.10626517591089929,9.27596158496295E-4,5.973246533563299E-4,0.11004289356381419,0.11284411393554003,0.04491919270987265,0.04910213860186918,0.007568197033587828,0.1117386742564568,0.0991890283807381,0.06609210742696775,0.13391429368189164,0.13017207039996948,0.02596147112701686,0.04576597478363406,0.030313809988402357,X02
